AUTHENTISIERUNG_ZUFALLSZAHL_LESEN	JOB_L	Authentisierung Zufallszahl des SG lesen	Authentication: Read random number of the SG	Authentification : Lire un numéro aléatoire du SG
AUTHENTISIERUNG_ZUFALLSZAHL_LESEN	JOB_S	Authentisierung Zufallszahl des SG lesen	Authentication: Read random number of the SG	Authentification : Lire un numéro aléatoire du SG
C_AEI_LESEN	JOB_L	Aenderungsindex der Codierdaten lesen	Read the change index of the coding data	Consultez l'index des modifications des données de codage
C_AEI_LESEN	JOB_S	Aenderungsindex der Codierdaten lesen	Read the change index of the coding data	Consultez l'index des modifications des données de codage
C_C_LESEN	JOB_L	Codierdaten lesen	Read encoding data	Lire les données d'encodage
C_C_LESEN	JOB_S	Codierdaten lesen	Read encoding data	Lire les données d'encodage
C_CI_LESEN	JOB_L	Codierindex lesen	Read the coding index	Consultez l'index de codage
C_CI_LESEN	JOB_S	Codierindex lesen	Read the coding index	Consultez l'index de codage
C_FG_LESEN	JOB_L	Fahrgestellnummer lesen	Read chassis number	Lire le numéro de châssis
C_FG_LESEN	JOB_S	Fahrgestellnummer lesen	Read chassis number	Lire le numéro de châssis
CBS_DATEN_LESEN	JOB_L	CBS Daten auslesen (fuer CBS Version 1-3)	Reading CBS data (for CBS versions 1-3)	Lecture des données CBS (pour les versions CBS 1 à 3)
CBS_DATEN_LESEN	JOB_S	CBS Daten auslesen (fuer CBS Version 1-3)	Reading CBS data (for CBS versions 1-3)	Lecture des données CBS (pour les versions CBS 1 à 3)
CBS_INFO	JOB_L	Ausgabe der CBS-Version	CBS version	Version CBS
CBS_INFO	JOB_S	Ausgabe der CBS-Version	CBS version	Version CBS
COD_AEIND_LESEN	JOB_L	Aenderungsindex der Codierdaten lesen	Read the change index of the coding data	Consultez l'index des modifications des données de codage
COD_AEIND_LESEN	JOB_S	Aenderungsindex der Codierdaten lesen	Read the change index of the coding data	Consultez l'index des modifications des données de codage
DATEN_REFERENZ_LESEN	JOB_L	Auslesen der Daten Referenz	Reading the data reference	Lecture des données de référence
DATEN_REFERENZ_LESEN	JOB_S	Auslesen der Daten Referenz	Reading the data reference	Lecture des données de référence
DIAGNOSEPROTOKOLL_LESEN	JOB_L	Diagnosing protocols	Diagnostic protocols	Protocoles de diagnostic
DIAGNOSEPROTOKOLL_LESEN	JOB_S	Diagnosing protocols	Diagnostic protocols	Protocoles de diagnostic
DME_STARTWERT_ABGLEICH	JOB_L	Kopiert die ISN auf beide Wechselcodes	Copies the ISN to both rolling codes.	Copie l'ISN dans les deux codes tournants.
DME_STARTWERT_ABGLEICH	JOB_S	Kopiert die ISN auf beide Wechselcodes	Copies the ISN to both rolling codes.	Copie l'ISN dans les deux codes tournants.
EWS_EMPFANG	JOB_L	EWS-Empfangsstatus auslesen	Read EWS reception status	Lire l'état de réception EWS
EWS_EMPFANG	JOB_S	EWS-Empfangsstatus auslesen	Read EWS reception status	Lire l'état de réception EWS
EWS_STARTWERT	JOB_L	EWS-Empfangsstatus auslesen	Read EWS reception status	Lire l'état de réception EWS
EWS_STARTWERT	JOB_S	EWS-Empfangsstatus auslesen	Read EWS reception status	Lire l'état de réception EWS
EWS_STARTWERTPROGRAMMIERUNG	JOB_L	EWS-Startwertinitialisierung	EWS initial value	valeur initiale EWS
EWS_STARTWERTPROGRAMMIERUNG	JOB_S	EWS-Startwertinitialisierung	EWS initial value	valeur initiale EWS
EWS_STARTWERTRUECKSETZUNG	JOB_L	EWS-Startwertinitialisierung	EWS initial value	valeur initiale EWS
EWS_STARTWERTRUECKSETZUNG	JOB_S	EWS-Startwertinitialisierung	EWS initial value	valeur initiale EWS
FLASH_BLOCKLAENGE_LESEN	JOB_L	Auslesen des maximalen Blocklaenge beim Flashen	Reading the maximum block length during flashing	Lecture de la longueur maximale du bloc pendant le clignotement
FLASH_BLOCKLAENGE_LESEN	JOB_S	Auslesen des maximalen Blocklaenge beim Flashen	Reading the maximum block length during flashing	Lecture de la longueur maximale du bloc pendant le clignotement
FLASH_PARAMETER_LESEN	JOB_L	Gibt die SG-spezifischen Flash-Parameter zurück	Returns the SG-specific flash parameters	Renvoie les paramètres flash spécifiques au SG
FLASH_PARAMETER_LESEN	JOB_S	Gibt die SG-spezifischen Flash-Parameter zurück	Returns the SG-specific flash parameters	Renvoie les paramètres flash spécifiques au SG
FLASH_PROGRAMMIER_STATUS_LESEN	JOB_L	Programmierstatus des SG lesen	Read the programming status of the SG	Consultez l'état de programmation du SG
FLASH_PROGRAMMIER_STATUS_LESEN	JOB_S	Programmierstatus des SG lesen	Read the programming status of the SG	Consultez l'état de programmation du SG
FLASH_ZEITEN_LESEN	JOB_L	Auslesen der Flash Loeschzeit, Signaturtestzeit,	Reading the flash erase time, signature test time,	Lecture du temps d'effacement flash, du temps de test de signature,
FLASH_ZEITEN_LESEN	JOB_S	Auslesen der Flash Loeschzeit, Signaturtestzeit,	Reading the flash erase time, signature test time,	Lecture du temps d'effacement flash, du temps de test de signature,
FS_HEX_LESEN	JOB_L	Fehlerspeicher auslesen als Hex Dump	Read fault memory as hex dump	Lire la mémoire des défauts sous forme de dump hexadécimal
FS_HEX_LESEN	JOB_S	Fehlerspeicher auslesen als Hex Dump	Read fault memory as hex dump	Lire la mémoire des défauts sous forme de dump hexadécimal
FS_LESEN	JOB_L	Read fault codes	Read fault codes	Lire les codes d'erreur
FS_LESEN	JOB_S	Read fault codes	Read fault codes	Lire les codes d'erreur
FS_LESEN_DETAIL	JOB_L	Fehlerspeicher lesen (ein Fehler / alle Details)	Read error memory (one error / all details)	Lecture de la mémoire des erreurs (une erreur / tous les détails)
FS_LESEN_DETAIL	JOB_S	Fehlerspeicher lesen (ein Fehler / alle Details)	Read error memory (one error / all details)	Lecture de la mémoire des erreurs (une erreur / tous les détails)
FS_LESEN_FREEZE_FRAME	JOB_L	Fehlerspeicher auslesen mit SAE Werten Umwelt und P-Code	Read fault memory with SAE values, environmental and P-code	Lecture de la mémoire des défauts avec les valeurs SAE, les données environnementales et le code P
FS_LESEN_FREEZE_FRAME	JOB_S	Fehlerspeicher auslesen mit SAE Werten Umwelt und P-Code	Read fault memory with SAE values, environmental and P-code	Lecture de la mémoire des défauts avec les valeurs SAE, les données environnementales et le code P
FS_LESEN_HEX	JOB_L	Fehlerspeicher auslesen als Hex Dump	Read fault memory as hex dump	Lire la mémoire des défauts sous forme de dump hexadécimal
FS_LESEN_HEX	JOB_S	Fehlerspeicher auslesen als Hex Dump	Read fault memory as hex dump	Lire la mémoire des défauts sous forme de dump hexadécimal
FS_LESEN_TEXT	JOB_L	Read fault codes	Read fault codes	Lire les codes d'erreur
FS_LESEN_TEXT	JOB_S	Read fault codes	Read fault codes	Lire les codes d'erreur
HARDWARE_REFERENZ_LESEN	JOB_L	Auslesen der Hardware Referenz	Reading the hardware reference	Lecture du manuel de référence du matériel
HARDWARE_REFERENZ_LESEN	JOB_S	Auslesen der Hardware Referenz	Reading the hardware reference	Lecture du manuel de référence du matériel
HS_LESEN	JOB_L	0x222100 HS_LESEN	0x222100 Read history snapshot	0x222100 HS_READING
HS_LESEN	JOB_S	0x222100 HS_LESEN	0x222100 Read history snapshot	0x222100 HS_READING
INFO	JOB_L	Info about SGBD	Information about SGBD	Informations sur le SGBD
INFO	JOB_S	Info about SGBD	Information about SGBD	Informations sur le SGBD
INNENTEMP_LESEN	JOB_L	0x301001 INNENTEMP_LESEN	0x301001 Read interior temperature	0x301001 TEMPÉRATURE INTÉRIEURE_LECTURE
INNENTEMP_LESEN	JOB_S	0x301001 INNENTEMP_LESEN	0x301001 Read interior temperature	0x301001 TEMPÉRATURE INTÉRIEURE_LECTURE
KRAFTSTOFFVERBRAUCH_LESEN	JOB_L	Auslesen der Daten Referenz	Read fuel consumption	Lecture des données de référence
KRAFTSTOFFVERBRAUCH_LESEN	JOB_S	Auslesen der Daten Referenz	Read fuel consumption	Lecture des données de référence
LESEN_SYSTEMCHECK_SLS	JOB_L	Status Systemdiagnose SLS	System diagnostic status SLS	État du diagnostic système SLS
LESEN_SYSTEMCHECK_SLS	JOB_S	Status Systemdiagnose SLS	System diagnostic status SLS	État du diagnostic système SLS
LESEN_SYSTEMCHECK_TEVSYS	JOB_L	Status Systemtest TEV	Status System Test TEV	Test du système d'état TEV
LESEN_SYSTEMCHECK_TEVSYS	JOB_S	Status Systemtest TEV	Status System Test TEV	Test du système d'état TEV
MESSWERTBLOCK_LESEN	JOB_L	0x2CF0 MESSWERTBLOCK_LESEN	0x2CF0 READ MEASURING VALUE BLOCK	0x2CF0 LECTURE DU BLOC DE VALEURS DE MESURE
MESSWERTBLOCK_LESEN	JOB_S	0x2CF0 MESSWERTBLOCK_LESEN	0x2CF0 READ MEASURING VALUE BLOCK	0x2CF0 LECTURE DU BLOC DE VALEURS DE MESURE
PHYSIKALISCHE_HW_NR_LESEN	JOB_L	Auslesen der physikalischen Hardwarenummer	Reading the physical hardware number	Lecture du numéro de matériel physique
PHYSIKALISCHE_HW_NR_LESEN	JOB_S	Auslesen der physikalischen Hardwarenummer	Reading the physical hardware number	Lecture du numéro de matériel physique
PRUEFCODE_LESEN	JOB_L	Pruefcode-Daten in Hex auslesen	Read test code data in hexadecimal format	Lire les données du code de test au format hexadécimal
PRUEFCODE_LESEN	JOB_S	Pruefcode-Daten in Hex auslesen	Read test code data in hexadecimal format	Lire les données du code de test au format hexadécimal
PRUEFSTEMPEL_LESEN	JOB_L	Auslesen des Pruefstempels	Reading the test stamp	Lecture du timbre de test
PRUEFSTEMPEL_LESEN	JOB_S	Auslesen des Pruefstempels	Reading the test stamp	Lecture du timbre de test
SERIENNUMMER_LESEN	JOB_L	Hersteller Seriennummer lesen	Read manufacturer serial number	Lire le numéro de série du fabricant
SERIENNUMMER_LESEN	JOB_S	Hersteller Seriennummer lesen	Read manufacturer serial number	Lire le numéro de série du fabricant
SPEICHER_LESEN	JOB_L	Lese Bytes ueber direkte Adressierung	Read bytes via direct addressing	Lecture des octets par adressage direct
SPEICHER_LESEN	JOB_S	Lese Bytes ueber direkte Adressierung	Read bytes via direct addressing	Lecture des octets par adressage direct
SPEICHER_LESEN_ASCII	JOB_L	0x23 SPEICHER_LESEN_ASCII	0x23 Read memory (ASCII format)	0x23 LECTURE_STOCKAGE_ASCII
SPEICHER_LESEN_ASCII	JOB_S	0x23 SPEICHER_LESEN_ASCII	0x23 Read memory (ASCII format)	0x23 LECTURE_STOCKAGE_ASCII
START_SYSTEMCHECK_DMTL	JOB_L	Systemcheck Tankentlueftungssystem Leckdiagnose starten	System check fuel tank venting system: Start leak diagnosis	Vérification du système de ventilation du réservoir de carburant : Démarrer le diagnostic des fuites
START_SYSTEMCHECK_DMTL	JOB_S	Systemcheck Tankentlueftungssystem Leckdiagnose starten	System check fuel tank venting system: Start leak diagnosis	Vérification du système de ventilation du réservoir de carburant : Démarrer le diagnostic des fuites
START_SYSTEMCHECK_DMTL_ECOS	JOB_L	Systemcheck Tankentlueftungssystem Leckdiagnose starten	System check fuel tank venting system: Start leak diagnosis	Vérification du système de ventilation du réservoir de carburant : Démarrer le diagnostic des fuites
START_SYSTEMCHECK_DMTL_ECOS	JOB_S	Systemcheck Tankentlueftungssystem Leckdiagnose starten	System check fuel tank venting system: Start leak diagnosis	Vérification du système de ventilation du réservoir de carburant : Démarrer le diagnostic des fuites
START_SYSTEMCHECK_EVAUSBL	JOB_L	0x3125 START_SYSTEMCHECK_EVAUSBL	0x3125 START_SYSTEMCHECK_EVAUSBL	0x3125 DÉMARRER_VÉRIFICATION_SYSTÈME_EVAUSBL
START_SYSTEMCHECK_EVAUSBL	JOB_S	0x3125 START_SYSTEMCHECK_EVAUSBL	0x3125 START_SYSTEMCHECK_EVAUSBL	0x3125 DÉMARRER_VÉRIFICATION_SYSTÈME_EVAUSBL
START_SYSTEMCHECK_L_REGELUNG_AUS	JOB_L	0x31D9 START_SYSTEMCHECK_L_REGELUNG_AUS	0x31D9 START_SYSTEMCHECK_L_REGELUNG_AUS	0x31D9 START_SYSTEMCHECK_L_REGELUNG_AUS
START_SYSTEMCHECK_L_REGELUNG_AUS	JOB_S	0x31D9 START_SYSTEMCHECK_L_REGELUNG_AUS	0x31D9 START_SYSTEMCHECK_L_REGELUNG_AUS	0x31D9 START_SYSTEMCHECK_L_REGELUNG_AUS
START_SYSTEMCHECK_L_SONDE	JOB_L	0x31DF START_SYSTEMCHECK_L_SONDE	0x31DF START_SYSTEMCHECK_L_SONDE	0x31DF DÉMARRER_VÉRIFICATION_SYSTEM_L_SONDE
START_SYSTEMCHECK_L_SONDE	JOB_S	0x31DF START_SYSTEMCHECK_L_SONDE	0x31DF START_SYSTEMCHECK_L_SONDE	0x31DF DÉMARRER_VÉRIFICATION_SYSTEM_L_SONDE
START_SYSTEMCHECK_LLERH	JOB_L	0x30B3     Ansteuern Diagnosefunktion Leerlauf-Erhöhung (absolut)	0x30B3 Control diagnostic function idle speed increase (absolute)	0x30B3 Fonction de diagnostic de contrôle : augmentation du régime de ralenti (absolu)
START_SYSTEMCHECK_LLERH	JOB_S	0x30B3     Ansteuern Diagnosefunktion Leerlauf-Erhöhung (absolut)	0x30B3 Control diagnostic function idle speed increase (absolute)	0x30B3 Fonction de diagnostic de contrôle : augmentation du régime de ralenti (absolu)
START_SYSTEMCHECK_PM_MESSEMODE	JOB_L	$31 F6 Systemdiagnose BatterieSensor reset	$31 F6 system diagnosis battery sensor reset	31 $ F6 réinitialisation du capteur de batterie diagnostic système
START_SYSTEMCHECK_PM_MESSEMODE	JOB_S	$31 F6 Systemdiagnose BatterieSensor reset	$31 F6 system diagnosis battery sensor reset	31 $ F6 réinitialisation du capteur de batterie diagnostic système
START_SYSTEMCHECK_SEK_LUFT	JOB_L	SLS Funktionstest	SLS Functional Test	Test fonctionnel SLS
START_SYSTEMCHECK_SEK_LUFT	JOB_S	SLS Funktionstest	SLS Functional Test	Test fonctionnel SLS
START_SYSTEMCHECK_TEV_FUNC	JOB_L	Systemcheck TEV Functionalcheck starten	Start system check TEV Functional check	Démarrage du contrôle système Contrôle fonctionnel TEV
START_SYSTEMCHECK_TEV_FUNC	JOB_S	Systemcheck TEV Functionalcheck starten	Start system check TEV Functional check	Démarrage du contrôle système Contrôle fonctionnel TEV
START_SYSTEMCHECK_VVT_ANSCHLAG	JOB_L	Anstoßen Diagnose 'VVT-Anschläge lernen'	Initiating diagnosis 'learning VVT mechanical stops'	Diagnostic initial des « attaques VVT d'apprentissage »
START_SYSTEMCHECK_VVT_ANSCHLAG	JOB_S	Anstoßen Diagnose 'VVT-Anschläge lernen'	Initiating diagnosis 'learning VVT mechanical stops'	Diagnostic initial des « attaques VVT d'apprentissage »
START_SYSTEMCHECK_VVT_SOLLWERT	JOB_L	$31 FE Systemdiagnose VVT Steuerung ueber CAN freigeben	$31 FE System diagnostics VVT control enabled via CAN	31 $ Diagnostic du système FE Contrôle VVT activé via CAN
START_SYSTEMCHECK_VVT_SOLLWERT	JOB_S	$31 FE Systemdiagnose VVT Steuerung ueber CAN freigeben	$31 FE System diagnostics VVT control enabled via CAN	31 $ Diagnostic du système FE Contrôle VVT activé via CAN
STAT_ABGASKLAPPE_ANSTEUERUNG_WERT	RES_L	Bedingung Abgasklappe mit Resonator	Condition: Exhaust flap with resonator	État : Clapet d'échappement avec résonateur
STAT_ABGASKLAPPE_ANSTEUERUNG_WERT	RES_S			
STAT_ABGASKLAPPE_EIN_WERT	RES_L	Bedingung Abgasklappe mit Resonator	Condition: Exhaust flap with resonator	État : Clapet d'échappement avec résonateur
STAT_ABGASKLAPPE_EIN_WERT	RES_S			
STAT_ABWEICHUNG_DK_POTI1_WERT	RES_L	Abweichung DK-Potentiometer 1 und Modellwert	Deviation of DK potentiometer 1 and model value	Écart du potentiomètre DK 1 et de la valeur du modèle
STAT_ABWEICHUNG_DK_POTI1_WERT	RES_S			
STAT_ABWEICHUNG_DK_POTI2_WERT	RES_L	Abweichung DK-Potentiometer 2 und Modellwert	Deviation of DK potentiometer 2 and model value	Écart du potentiomètre DK 2 et de la valeur du modèle
STAT_ABWEICHUNG_DK_POTI2_WERT	RES_S			
STAT_ADAPTION_ADDITIV_BANK1_WERT	RES_L			
STAT_ADAPTION_ADDITIV_BANK1_WERT	RES_S			
STAT_ADAPTION_ADDITIV_BANK2_WERT	RES_L			
STAT_ADAPTION_ADDITIV_BANK2_WERT	RES_S			
STAT_ADAPTION_MULTIPLIKATIV_BANK1_WERT	RES_L	multiplikative Gemischkorrektur der Gemischadaption (Word)	Multiplicative mixture correction of mixture adaptation (Word)	Correction multiplicative du mélange d'adaptation du mélange (Word)
STAT_ADAPTION_MULTIPLIKATIV_BANK1_WERT	RES_S			
STAT_ADAPTION_MULTIPLIKATIV_BANK2_WERT	RES_L			
STAT_ADAPTION_MULTIPLIKATIV_BANK2_WERT	RES_S			
STAT_ANSAUGLUFTTEMPERATUR_LAW_WERT	RES_L	Ansauglufttemperatur	Intake air temperature	Température de l'air d'admission
STAT_ANSAUGLUFTTEMPERATUR_LAW_WERT	RES_S			
STAT_ANSAUGLUFTTEMPERATUR_SPANNUNG_WERT	RES_L	Voltage Ansauglufttemperatur	Voltage Intake air temperature	Tension Température de l'air d'admission
STAT_ANSAUGLUFTTEMPERATUR_SPANNUNG_WERT	RES_S			
STAT_ANSAUGLUFTTEMPERATUR_WERT	RES_L	Air intake temperature	Air intake temperature	température d'admission d'air
STAT_ANSAUGLUFTTEMPERATUR_WERT	RES_S			
STAT_ANSAUGLUFTTEMPERATUR1_ROH_WERT	RES_L	Air intake temperature raw value 1	Air intake temperature raw value 1	valeur brute de la température d'admission d'air 1
STAT_ANSAUGLUFTTEMPERATUR1_ROH_WERT	RES_S			
STAT_BATTERIELAST_WERT	RES_L	Batterielast	Battery load	charge de la batterie
STAT_BATTERIELAST_WERT	RES_S			
STAT_BEHEIZTER_THERMOSTAT_PWM_WERT	RES_L	Beheizter Thermostat PWM	Heated thermostat PWM	Thermostat chauffant PWM
STAT_BEHEIZTER_THERMOSTAT_PWM_WERT	RES_S			
STAT_BERECHNETE_LAST_WERT	RES_L	Berechneter Lastwert	Calculated load value	valeur de charge calculée
STAT_BERECHNETE_LAST_WERT	RES_S			
STAT_BERECHNETER_GANG_WERT	RES_L	Ganginformation	Gear information	Informations sur la démarche
STAT_BERECHNETER_GANG_WERT	RES_S			
STAT_BETRIEBSSTUNDENZAEHLER_WERT	RES_L	Ergebnis	Operating hours counter	Résultat
STAT_BETRIEBSSTUNDENZAEHLER_WERT	RES_S			
STAT_BREMSDRUCK_WERT	RES_L	Brake pressure	Brake pressure	Pression de freinage
STAT_BREMSDRUCK_WERT	RES_S	BrkPress	BrkPress	BrkPress
STAT_BREMSLICHTSCHALTER_EIN_WERT	RES_L	Rohwert Bremskontakt nicht entprellt	Raw value brake contact not debounced	valeur brute contact de frein non amorti
STAT_BREMSLICHTSCHALTER_EIN_WERT	RES_S			
STAT_BREMSLICHTTESTSCHALTER_EIN_WERT	RES_L	Rohwert redundanter Bremskontakt nicht entprellt	Raw value of redundant brake contact not debounced	Valeur brute du contact de frein redondant non anti-rebond
STAT_BREMSLICHTTESTSCHALTER_EIN_WERT	RES_S			
STAT_CHECK_ENGINE_LAMPE_EIN_WERT	RES_L	Lampe Check Engine Ein	Check Engine Light On	Voyant moteur allumé
STAT_CHECK_ENGINE_LAMPE_EIN_WERT	RES_S			
STAT_DIFFERENZ_MAX_MIN_SAF_WERT	RES_L	Differenz zwischen Maximum und Minimum SAF	Difference between maximum and minimum SAF	Différence entre le SAF maximum et minimum
STAT_DIFFERENZ_MAX_MIN_SAF_WERT	RES_S			
STAT_DISA1_PWM_WERT	RES_L	DISA1 PWM (große/obere Klappe)	DISA1 PWM (large/top flap)	DISA1 PWM (grand volet supérieur)
STAT_DISA1_PWM_WERT	RES_S			
STAT_DISA2_PWM_WERT	RES_L	DISA2 PWM (kleine/untere Klappe)	DISA2 PWM (small/bottom flap)	DISA2 PWM (petit volet inférieur)
STAT_DISA2_PWM_WERT	RES_S			
STAT_DISAKLAPPEN_POSITION_WERT	RES_L	aktuelle Position Disaklappen	Current position of the DISA flaps	position actuelle des volets
STAT_DISAKLAPPEN_POSITION_WERT	RES_S			
STAT_DK_ADAPTIONSSCHRITT_WERT	RES_L	DK-Adaptionsschritt	DK adaptation step	étape d'adaptation DK
STAT_DK_ADAPTIONSSCHRITT_WERT	RES_S			
STAT_DK_WINKEL_SOLL_WERT	RES_L	Drosselklappe Sollwert	Throttle valve setpoint	point de consigne du papillon des gaz
STAT_DK_WINKEL_SOLL_WERT	RES_S			
STAT_DK1_SPANNUNG_WERT	RES_L	Throttle 1 pos. voltage	Throttle 1 pos. voltage	Tension du papillon des gaz 1 position
STAT_DK1_SPANNUNG_WERT	RES_S	Thr1PosVolt	Thr1PosVolt	Thr1PosVolt
STAT_DK2_SPANNUNG_WERT	RES_L	Throttle 2 pos. voltage	Throttle 2 pos. voltage	Tension du papillon des gaz 2 positions
STAT_DK2_SPANNUNG_WERT	RES_S	Thr2PosVolt	Thr2PosVolt	Thr2PosVolt
STAT_DME_LOSNUMMER_WERT	RES_L	DME - Losnummer	DME - Lot number	DME - Numéro de lot
STAT_DME_LOSNUMMER_WERT	RES_S			
STAT_DMTL_DIAGNOSE_WERT	RES_L	Status Diagnose Lambdasonden	Status Diagnosis Lambda Sensors	Diagnostic d'état des capteurs lambda
STAT_DMTL_DIAGNOSE_WERT	RES_S			
STAT_DMTL_HEIZUNG_EIN_WERT	RES_L	Bedingung Heizung DM-TL Portansteuerung	Condition: Heating DM-TL port control	Condition : Contrôle du port DM-TL de chauffage
STAT_DMTL_HEIZUNG_EIN_WERT	RES_S			
STAT_DMTL_PUMPE_EIN_WERT	RES_L	Bedingung DMTL-Pumpenmotor an	Condition: DMTL pump motor on	État : Moteur de pompe DMTL en marche
STAT_DMTL_PUMPE_EIN_WERT	RES_S			
STAT_DMTL_SPANNUNG_WERT	RES_L	Voltage Pumpenstrom Tankdiagnose	Voltage pump current tank diagnostics	Diagnostic du réservoir de courant de la pompe à tension
STAT_DMTL_SPANNUNG_WERT	RES_S			
STAT_DMTL_VENTIL_EIN_WERT	RES_L	Bedingung DMTL-Magnetventil an	Condition: DMTL solenoid valve on	État : Électrovanne DMTL activée
STAT_DMTL_VENTIL_EIN_WERT	RES_S			
STAT_DREHMOMENTABFALL_BEIM_GANGWECHSEL_WERT	RES_L	Drehmomentabfall schnell bei Gangwechsel	Rapid torque drop during gear changes	Chute rapide du couple lors des changements de vitesse
STAT_DREHMOMENTABFALL_BEIM_GANGWECHSEL_WERT	RES_S			
